District,State,Accident_Date,Accident_Time,Weather_Condition,Road_Type,Vehicles_Involved,Casualties,Latitude,Longitude
Bhubaneswar,Odisha,2022-07-24,12:52:44,Stormy,Rural Road,1,5,13.660624,82.686716
Muzaffarpur,Bihar,2023-01-24,22:43:23,Foggy,Rural Road,4,7,17.976876,86.250996
Faridabad,Haryana,2023-12-25,23:20:26,Rainy,Rural Road,2,8,25.521733,78.918828
Shillong,Meghalaya,2022-08-06,08:39:37,Cloudy,Urban Road,2,6,18.491421,86.918384
Dharamshala,Himachal Pradesh,2024-08-27,17:28:53,Stormy,Rural Road,2,6,13.94084,75.023554
Shimla,Himachal Pradesh,2022-03-30,01:31:36,Stormy,Highway,3,5,18.050403,69.840618
Mysuru,Karnataka,2024-11-14,19:16:27,Clear,Rural Road,3,10,34.468894,69.613423
Panaji,Goa,2024-12-17,00:00:04,Foggy,Urban Road,4,5,28.307629,68.51519
Faridabad,Haryana,2021-07-30,07:12:17,Foggy,Highway,3,3,21.737646,71.893239
Amritsar,Punjab,2024-04-02,03:36:16,Foggy,Rural Road,2,3,24.639547,78.020892
New Delhi,Delhi,2023-08-28,13:23:39,Cloudy,Highway,2,5,25.21687,71.587243
Shillong,Meghalaya,2024-11-24,11:53:09,Rainy,Rural Road,4,6,28.5868,88.741391
Haridwar,Uttarakhand,2022-01-23,00:40:27,Clear,Urban Road,1,3,20.878299,82.469852
Bhilai,Chhattisgarh,2023-02-26,03:44:55,Rainy,Rural Road,3,8,32.793666,91.313127
Raipur,Chhattisgarh,2023-03-26,01:42:50,Rainy,Urban Road,2,0,18.870129,69.944559
New Delhi,Delhi,2021-11-09,19:19:56,Stormy,Highway,1,7,13.156831,84.659613
Imphal,Manipur,2021-12-01,04:44:08,Clear,Highway,5,3,36.975152,87.067693
Gurgaon,Haryana,2023-12-05,19:50:08,Clear,Urban Road,2,4,19.323669,68.594213
Surat,Gujarat,2022-01-08,06:51:09,Rainy,Urban Road,1,4,10.319199,92.649409
Shillong,Meghalaya,2021-04-12,07:46:59,Cloudy,Urban Road,4,6,36.877618,82.878037
Gurgaon,Haryana,2023-07-23,17:08:05,Stormy,Urban Road,2,2,29.85312,77.842812
Patna,Bihar,2023-09-19,08:18:58,Clear,Rural Road,2,8,23.773422,96.837449
Wayanad,Kerala,2022-08-14,06:15:57,Cloudy,Highway,4,4,31.866434,84.705647
Bengaluru,Karnataka,2023-03-09,23:56:52,Cloudy,Rural Road,2,10,34.220859,70.095418
Aizawl,Mizoram,2024-03-21,07:27:33,Stormy,Highway,3,3,34.455605,77.03465
Margao,Goa,2024-01-29,07:22:05,Clear,Urban Road,5,2,23.29797,78.988456
New Delhi,Delhi,2023-03-30,20:47:00,Stormy,Highway,5,7,30.281011,77.257888
Madurai,Tamil Nadu,2024-12-23,20:49:58,Cloudy,Rural Road,5,2,13.470166,75.846391
Ludhiana,Punjab,2021-05-28,19:26:19,Stormy,Highway,2,9,36.495583,75.115452
Cuttack,Odisha,2022-06-07,20:37:59,Cloudy,Highway,1,6,8.343906,93.606384
Dehradun,Uttarakhand,2023-04-12,21:11:13,Clear,Urban Road,2,2,14.078004,84.23596
Muzaffarpur,Bihar,2021-07-24,09:02:02,Clear,Highway,3,2,8.438305,82.078952
New Delhi,Delhi,2021-12-29,13:57:58,Foggy,Urban Road,1,5,10.97723,90.01121
Bhubaneswar,Odisha,2022-12-30,10:34:12,Rainy,Rural Road,2,5,33.069101,83.548142
Muzaffarpur,Bihar,2021-12-31,03:43:52,Clear,Highway,3,2,35.481645,95.67487
Raipur,Chhattisgarh,2024-02-16,14:39:19,Stormy,Rural Road,1,1,13.477284,92.280423
Gurgaon,Haryana,2023-05-31,05:10:30,Foggy,Urban Road,1,5,15.461707,86.774227
Palakkad,Kerala,2022-09-16,01:43:34,Foggy,Urban Road,3,4,14.982565,85.34703
Dimapur,Nagaland,2024-04-02,12:13:38,Foggy,Highway,5,9,14.12052,96.601916
Kohima,Nagaland,2023-07-05,06:44:06,Rainy,Urban Road,3,5,23.966621,68.062662
Shimla,Himachal Pradesh,2021-03-29,09:55:55,Foggy,Urban Road,3,6,26.068169,92.183454
Kohima,Nagaland,2024-10-13,13:45:23,Cloudy,Highway,3,7,35.210898,74.13783
Patna,Bihar,2021-10-10,19:16:30,Stormy,Urban Road,3,10,21.144417,91.56486
Malappuram,Kerala,2022-02-28,04:49:47,Rainy,Urban Road,5,8,27.295089,79.855851
Ranchi,Jharkhand,2022-08-15,15:28:12,Clear,Rural Road,2,3,31.757063,87.778751
Ranchi,Jharkhand,2021-07-20,17:09:07,Cloudy,Rural Road,1,10,12.830981,92.053676
Ludhiana,Punjab,2022-06-17,01:51:09,Foggy,Urban Road,3,6,15.44759,71.580496
Shillong,Meghalaya,2022-04-02,05:18:41,Foggy,Rural Road,2,7,14.290172,96.454763
Guwahati,Assam,2023-02-21,03:00:00,Cloudy,Urban Road,1,1,10.631473,75.74123
Tawang,Arunachal Pradesh,2024-11-27,11:52:43,Stormy,Highway,3,8,28.347205,89.251268
Panaji,Goa,2021-12-14,21:59:19,Clear,Rural Road,5,8,12.401185,80.685214
New Delhi,Delhi,2021-04-15,16:34:50,Stormy,Highway,5,6,28.442567,87.683598
Panaji,Goa,2022-01-03,07:46:26,Foggy,Highway,1,7,16.188876,76.243783
Jamshedpur,Jharkhand,2024-02-12,21:25:10,Clear,Urban Road,3,3,14.134327,87.572964
Dehradun,Uttarakhand,2022-04-08,16:01:23,Foggy,Urban Road,1,7,10.984625,69.050492
Surat,Gujarat,2024-03-30,22:17:05,Clear,Highway,5,2,19.529979,79.694023
Kohima,Nagaland,2021-11-05,21:25:49,Foggy,Highway,3,4,20.868251,90.164365
Ahmedabad,Gujarat,2024-04-01,21:21:07,Foggy,Highway,3,9,22.521392,82.927923
New Delhi,Delhi,2022-12-25,17:42:16,Rainy,Urban Road,4,6,36.285116,70.356577
Imphal,Manipur,2023-05-28,00:50:56,Stormy,Rural Road,1,2,34.633388,68.169196
Dehradun,Uttarakhand,2024-03-26,00:12:23,Stormy,Highway,3,5,8.388596,70.998018
Madurai,Tamil Nadu,2024-08-30,19:59:17,Foggy,Urban Road,3,6,8.97244,83.467171
Haridwar,Uttarakhand,2022-07-21,15:10:32,Rainy,Highway,1,5,26.762971,79.775158
Coimbatore,Tamil Nadu,2022-08-26,14:47:47,Cloudy,Rural Road,5,9,23.988787,85.831737
Imphal,Manipur,2023-03-31,21:35:07,Clear,Highway,1,0,23.941162,87.254937
New Delhi,Delhi,2023-09-14,07:45:46,Stormy,Highway,1,5,19.010421,87.748576
Kohima,Nagaland,2023-12-25,05:43:11,Cloudy,Urban Road,4,6,13.848237,73.830904
Haridwar,Uttarakhand,2024-10-16,18:01:53,Cloudy,Highway,4,4,8.937087,71.47358
Bengaluru,Karnataka,2021-09-01,14:16:14,Foggy,Rural Road,5,10,10.407036,81.573594
Cuttack,Odisha,2024-10-18,18:36:15,Stormy,Highway,1,3,34.178069,87.016366
Jamshedpur,Jharkhand,2021-10-03,07:54:44,Stormy,Highway,2,0,20.482865,76.396924
Raipur,Chhattisgarh,2024-07-16,14:22:45,Clear,Urban Road,3,7,15.04793,93.443769
Margao,Goa,2021-04-12,13:14:46,Stormy,Highway,2,6,34.354209,73.182352
Margao,Goa,2022-11-25,23:55:53,Clear,Urban Road,1,3,13.959085,94.836606
Idukki,Kerala,2022-01-02,01:03:30,Clear,Rural Road,3,8,32.223272,79.226159
Dibrugarh,Assam,2025-01-30,14:20:15,Stormy,Urban Road,2,9,17.483926,82.512737
Vijayawada,Andhra Pradesh,2024-01-15,02:12:31,Cloudy,Rural Road,5,10,29.353149,78.756756
Dehradun,Uttarakhand,2022-07-15,13:10:20,Clear,Rural Road,2,9,30.997412,84.636596
Agartala,Tripura,2025-01-15,22:25:26,Cloudy,Highway,4,9,10.511147,68.775406
Amritsar,Punjab,2024-12-03,01:08:12,Cloudy,Urban Road,5,2,34.029626,68.977137
Chennai,Tamil Nadu,2021-08-17,06:01:50,Foggy,Highway,3,0,32.073485,95.387186
Imphal,Manipur,2024-05-17,06:04:27,Clear,Urban Road,4,1,22.856711,79.654852
Agartala,Tripura,2024-05-20,18:18:09,Cloudy,Urban Road,1,1,15.885895,73.482638
Aizawl,Mizoram,2024-11-23,14:53:27,Cloudy,Urban Road,2,5,28.421061,70.700899
Ranchi,Jharkhand,2023-05-08,18:57:26,Cloudy,Rural Road,2,7,30.206219,87.480118
Amritsar,Punjab,2022-03-12,08:56:29,Cloudy,Urban Road,2,9,29.164174,76.018449
Udaipur,Rajasthan,2021-06-03,15:47:24,Clear,Rural Road,2,3,14.160311,92.602524
Dharamshala,Himachal Pradesh,2023-11-05,23:39:28,Clear,Highway,3,6,27.439417,90.649426
Mysuru,Karnataka,2024-10-26,17:19:26,Rainy,Highway,4,3,19.615791,83.337534
Dehradun,Uttarakhand,2023-09-23,08:54:02,Stormy,Urban Road,1,9,14.698786,71.280643
Gaya,Bihar,2024-08-31,12:36:32,Stormy,Urban Road,5,7,8.304365,70.290359
Dehradun,Uttarakhand,2021-04-02,05:22:22,Cloudy,Rural Road,1,4,14.72499,80.973423
Guwahati,Assam,2022-01-27,14:30:12,Cloudy,Rural Road,4,3,24.243885,86.586401
Aizawl,Mizoram,2022-03-22,10:04:55,Stormy,Highway,1,8,25.02784,84.948698
Agartala,Tripura,2022-05-11,05:18:36,Stormy,Highway,1,7,34.56156,78.871706
Dimapur,Nagaland,2021-07-17,13:58:25,Foggy,Urban Road,3,2,25.028997,73.396071
New Delhi,Delhi,2022-02-12,08:23:21,Rainy,Highway,2,6,20.249215,75.961068
New Delhi,Delhi,2024-07-15,10:51:42,Clear,Highway,5,4,14.623572,89.843352
Guwahati,Assam,2021-09-06,14:02:13,Rainy,Rural Road,4,10,12.440434,89.940209
Surat,Gujarat,2021-12-06,17:06:21,Clear,Highway,3,2,14.923903,77.368382
Dibrugarh,Assam,2021-11-24,00:28:44,Cloudy,Highway,2,5,25.967523,85.623828
Mysuru,Karnataka,2024-03-28,21:04:01,Rainy,Highway,4,0,24.218189,87.410044
Darjeeling,West Bengal,2022-08-13,17:08:59,Cloudy,Highway,5,8,35.249189,80.75917
Imphal,Manipur,2022-04-01,02:07:47,Stormy,Highway,2,9,23.768536,69.382494
Visakhapatnam,Andhra Pradesh,2024-01-26,13:48:48,Stormy,Urban Road,4,8,31.099864,91.814904
Surat,Gujarat,2021-05-28,23:03:08,Rainy,Highway,4,3,25.535021,93.676066
Guwahati,Assam,2023-08-06,22:16:19,Clear,Rural Road,4,6,30.262642,96.847351
Ranchi,Jharkhand,2021-04-25,11:57:44,Rainy,Urban Road,3,9,8.30651,94.63068
Raipur,Chhattisgarh,2023-02-03,02:40:27,Cloudy,Urban Road,4,3,34.256517,83.009801
Hyderabad,Telangana,2022-04-18,20:10:17,Foggy,Highway,2,10,25.853589,74.360812
Aizawl,Mizoram,2023-06-12,03:26:11,Stormy,Highway,3,1,30.90951,73.774646
Varanasi,Uttar Pradesh,2022-04-24,01:02:12,Rainy,Urban Road,5,10,9.240645,82.593059
Varanasi,Uttar Pradesh,2021-06-19,01:47:45,Foggy,Rural Road,3,8,19.160647,78.362059
Dibrugarh,Assam,2022-04-15,18:33:44,Rainy,Rural Road,5,4,27.410184,81.359769
Coimbatore,Tamil Nadu,2023-02-01,09:39:03,Foggy,Rural Road,3,10,35.751117,85.069352
Shimla,Himachal Pradesh,2021-07-11,16:44:06,Clear,Highway,1,0,30.192991,94.710732
Tawang,Arunachal Pradesh,2021-10-12,01:26:00,Cloudy,Rural Road,5,5,26.76316,91.611796
Warangal,Telangana,2021-06-05,17:45:57,Stormy,Rural Road,3,7,17.385063,81.107452
Varanasi,Uttar Pradesh,2023-04-07,16:52:09,Foggy,Rural Road,3,4,28.331523,74.580284
Alappuzha,Kerala,2024-03-09,18:35:47,Stormy,Rural Road,5,5,8.892156,76.09418
Cuttack,Odisha,2022-11-14,20:19:36,Foggy,Highway,1,4,19.705142,85.124415
Lucknow,Uttar Pradesh,2023-10-30,09:05:04,Stormy,Highway,5,6,33.903298,91.037814
Guwahati,Assam,2022-07-31,11:51:39,Rainy,Highway,1,2,9.13923,78.362091
Warangal,Telangana,2024-08-06,01:51:02,Foggy,Urban Road,5,9,15.296089,80.450606
Faridabad,Haryana,2021-12-08,22:54:20,Rainy,Rural Road,1,0,28.880446,93.845323
Gaya,Bihar,2023-06-09,01:02:53,Clear,Rural Road,5,8,20.532536,75.514116
Gurgaon,Haryana,2022-09-03,13:27:15,Stormy,Rural Road,1,4,27.049059,74.187874
Bhopal,Madhya Pradesh,2021-10-22,20:01:09,Cloudy,Rural Road,5,10,8.26604,70.73247
New Delhi,Delhi,2024-12-29,16:31:04,Foggy,Highway,4,4,20.236795,75.815456
Margao,Goa,2023-10-11,01:20:41,Stormy,Rural Road,3,2,17.361757,86.345295
Shimla,Himachal Pradesh,2023-11-29,02:13:22,Clear,Rural Road,5,10,17.990523,81.070904
Haridwar,Uttarakhand,2024-07-27,07:48:32,Rainy,Urban Road,1,8,28.640739,91.627349
Tawang,Arunachal Pradesh,2021-04-01,19:58:19,Foggy,Urban Road,1,3,12.944486,73.00001
Shillong,Meghalaya,2022-05-10,10:21:18,Foggy,Highway,5,10,35.872768,71.81521
New Delhi,Delhi,2022-06-12,09:18:25,Rainy,Rural Road,5,1,29.28703,85.690149
Agartala,Tripura,2023-12-21,10:45:22,Clear,Highway,5,1,27.629685,80.071259
Nagpur,Maharashtra,2021-03-19,10:48:20,Clear,Rural Road,1,6,31.25924,88.023105
Margao,Goa,2022-02-28,23:20:04,Foggy,Highway,1,10,10.555847,87.565469
Shimla,Himachal Pradesh,2021-11-17,15:38:01,Rainy,Rural Road,4,3,34.465055,77.942312
Wayanad,Kerala,2021-07-26,08:34:36,Foggy,Urban Road,1,6,17.394436,85.165095
Jamshedpur,Jharkhand,2022-09-03,23:14:30,Clear,Rural Road,2,10,15.497656,77.698345
Agartala,Tripura,2022-03-08,23:13:55,Stormy,Highway,4,6,20.342362,72.491608
Agartala,Tripura,2021-03-15,17:08:12,Stormy,Urban Road,2,10,36.718217,76.524866
Panaji,Goa,2023-06-21,03:20:54,Foggy,Urban Road,3,3,18.43571,77.355863
Kanpur,Uttar Pradesh,2023-12-30,14:42:40,Clear,Urban Road,1,0,35.219036,75.255347
Shillong,Meghalaya,2022-11-15,01:59:43,Cloudy,Rural Road,3,1,22.768758,96.944562
Dehradun,Uttarakhand,2023-11-30,20:29:28,Clear,Rural Road,1,4,29.26747,90.306004
Bhubaneswar,Odisha,2022-07-13,08:54:39,Foggy,Rural Road,4,3,28.827303,93.12044
Dibrugarh,Assam,2022-05-02,19:28:39,Cloudy,Highway,2,6,20.642356,68.091383
Shillong,Meghalaya,2024-02-13,15:04:45,Stormy,Urban Road,4,10,30.203589,95.901794
Darjeeling,West Bengal,2022-01-29,19:34:44,Cloudy,Highway,4,5,32.526496,69.138785
Aizawl,Mizoram,2023-04-25,01:07:12,Foggy,Rural Road,5,2,27.151205,89.525026
New Delhi,Delhi,2025-01-07,04:26:36,Clear,Urban Road,3,9,23.17921,87.477986
Margao,Goa,2024-08-19,15:48:25,Foggy,Urban Road,5,6,15.277313,84.181643
Ludhiana,Punjab,2022-12-26,18:34:48,Stormy,Highway,5,4,30.412079,76.529592
Shillong,Meghalaya,2021-08-10,08:01:59,Rainy,Urban Road,5,0,21.579862,72.257623
Nellore,Andhra Pradesh,2021-10-12,21:04:51,Clear,Urban Road,2,2,27.033253,76.934289
Faridabad,Haryana,2022-03-02,18:21:46,Clear,Urban Road,2,10,32.831523,85.627608
Cuttack,Odisha,2023-06-24,09:46:59,Stormy,Urban Road,3,9,26.23115,96.252609
Raipur,Chhattisgarh,2023-02-24,19:04:00,Foggy,Rural Road,3,9,11.22126,89.332064
Nellore,Andhra Pradesh,2023-02-26,08:18:02,Stormy,Rural Road,2,1,11.826036,88.999942
Mumbai,Maharashtra,2023-10-21,06:09:00,Foggy,Urban Road,2,0,15.311305,85.079664
Amritsar,Punjab,2023-02-04,02:59:36,Foggy,Rural Road,3,2,25.690387,84.075498
Ludhiana,Punjab,2024-12-20,06:18:45,Rainy,Highway,5,9,8.699222,81.675711
Jamshedpur,Jharkhand,2024-06-03,19:14:51,Cloudy,Rural Road,5,9,33.984063,94.675036
Bengaluru,Karnataka,2023-07-28,08:59:10,Stormy,Rural Road,5,5,35.731419,73.747481
Shillong,Meghalaya,2021-09-12,15:44:16,Stormy,Urban Road,3,3,30.362686,75.650676
Aizawl,Mizoram,2021-06-06,22:29:06,Stormy,Highway,4,7,10.371983,86.847609
Dibrugarh,Assam,2023-06-26,16:19:27,Rainy,Rural Road,3,0,25.725616,69.482281
Vadodara,Gujarat,2022-04-11,08:59:49,Rainy,Rural Road,2,1,33.621568,84.240282
Haridwar,Uttarakhand,2022-06-12,17:29:37,Clear,Urban Road,1,4,15.122474,87.33043
Hubli,Karnataka,2023-07-22,22:02:18,Clear,Highway,5,8,23.504105,70.931076
Tawang,Arunachal Pradesh,2021-06-02,06:33:08,Cloudy,Rural Road,1,4,36.362174,79.680328
Hubli,Karnataka,2024-01-30,14:03:00,Cloudy,Rural Road,1,5,21.528191,88.467664
New Delhi,Delhi,2025-02-02,14:40:38,Stormy,Highway,1,10,26.120247,75.346386
Varanasi,Uttar Pradesh,2021-04-08,02:51:22,Cloudy,Urban Road,4,6,26.541446,91.804365
Surat,Gujarat,2024-11-29,14:21:35,Rainy,Highway,1,4,22.999539,71.701315
Shillong,Meghalaya,2024-07-10,05:42:41,Rainy,Rural Road,1,10,28.630811,86.093097
Hyderabad,Telangana,2021-04-07,13:10:07,Stormy,Urban Road,3,7,10.832329,72.335198
Shillong,Meghalaya,2024-08-11,00:21:17,Stormy,Rural Road,4,0,26.786403,86.237712
Guntur,Andhra Pradesh,2024-05-01,10:39:15,Stormy,Urban Road,2,4,17.252508,73.757209
Dibrugarh,Assam,2022-11-27,14:14:14,Foggy,Rural Road,5,3,10.286251,78.784794
Alappuzha,Kerala,2022-02-18,08:40:26,Stormy,Highway,1,10,20.141774,72.429415
Guntur,Andhra Pradesh,2022-04-21,11:36:30,Cloudy,Highway,5,6,19.347629,86.721614
Bhubaneswar,Odisha,2022-11-07,19:52:23,Stormy,Urban Road,4,5,13.604732,82.43811
Kolkata,West Bengal,2021-12-02,09:31:56,Clear,Highway,5,8,33.91722,78.602405
Aizawl,Mizoram,2022-07-03,01:31:23,Rainy,Highway,5,10,34.001679,88.495342
Lucknow,Uttar Pradesh,2023-12-08,08:57:56,Rainy,Rural Road,1,5,26.519556,87.687446
Dibrugarh,Assam,2023-05-29,04:22:49,Cloudy,Urban Road,3,10,30.355401,78.587894
Guwahati,Assam,2024-12-21,18:15:30,Rainy,Urban Road,4,8,24.555808,71.323363
Gurgaon,Haryana,2024-06-28,01:56:50,Clear,Urban Road,2,10,10.983231,70.520915
Jamshedpur,Jharkhand,2022-12-07,17:38:58,Stormy,Urban Road,4,9,30.027565,93.906754
Muzaffarpur,Bihar,2021-05-27,14:21:50,Stormy,Urban Road,1,3,11.36407,81.211418
Shimla,Himachal Pradesh,2023-07-02,05:29:55,Stormy,Rural Road,4,9,25.682904,82.297799
Dibrugarh,Assam,2021-05-31,17:46:39,Rainy,Highway,1,10,13.143762,80.312508
Patna,Bihar,2022-06-16,00:39:44,Rainy,Rural Road,1,0,23.715242,73.113932
Mysuru,Karnataka,2022-05-30,17:31:53,Clear,Highway,3,2,19.471021,92.377015
Idukki,Kerala,2024-11-12,20:47:11,Rainy,Rural Road,2,9,12.169006,84.459802
Margao,Goa,2023-12-24,17:10:45,Cloudy,Urban Road,3,3,35.175953,81.927063
Warangal,Telangana,2022-04-11,01:18:15,Cloudy,Rural Road,1,4,29.305368,75.143251
Imphal,Manipur,2025-02-06,00:51:19,Stormy,Rural Road,1,9,8.513475,91.356242
Shillong,Meghalaya,2022-06-08,03:53:22,Cloudy,Highway,5,2,32.266738,79.487727
Aizawl,Mizoram,2023-12-28,23:33:02,Clear,Urban Road,3,7,21.581784,73.115493
Dehradun,Uttarakhand,2022-08-05,21:50:27,Rainy,Highway,4,9,18.503971,83.420086
Vijayawada,Andhra Pradesh,2022-03-10,06:24:02,Stormy,Highway,2,6,27.730777,69.229019
Gurgaon,Haryana,2022-11-04,05:11:51,Rainy,Urban Road,4,1,12.921861,84.356434
Bhubaneswar,Odisha,2021-06-04,17:18:12,Foggy,Urban Road,2,4,9.538465,74.524504
Warangal,Telangana,2021-10-13,04:32:04,Clear,Rural Road,4,9,16.461927,91.791236
Dehradun,Uttarakhand,2021-09-21,21:13:19,Rainy,Urban Road,5,1,27.342594,82.121648
Bhopal,Madhya Pradesh,2022-12-20,11:11:26,Rainy,Rural Road,5,9,19.060656,95.284839
Kohima,Nagaland,2024-12-27,22:02:04,Foggy,Highway,2,6,32.255456,77.142122
Haridwar,Uttarakhand,2022-10-12,16:40:04,Stormy,Urban Road,5,5,33.04356,71.993937
Gurgaon,Haryana,2021-11-07,15:51:38,Cloudy,Urban Road,1,6,11.374185,70.283527
Dibrugarh,Assam,2021-03-20,04:13:44,Foggy,Urban Road,2,10,30.929718,84.713323
Dharamshala,Himachal Pradesh,2022-06-28,23:44:44,Foggy,Rural Road,2,8,11.496184,80.784446
Nellore,Andhra Pradesh,2022-08-21,13:48:17,Foggy,Highway,2,4,28.653444,91.976646
Aizawl,Mizoram,2024-08-17,08:29:25,Stormy,Highway,3,1,28.074308,71.809126
New Delhi,Delhi,2024-05-11,18:10:39,Cloudy,Urban Road,5,9,36.688946,72.163247
Ahmedabad,Gujarat,2024-04-22,00:58:30,Stormy,Rural Road,2,5,35.919548,95.537221
Gurgaon,Haryana,2023-06-02,08:32:15,Clear,Highway,1,8,21.052044,72.154279
Tawang,Arunachal Pradesh,2023-01-03,16:22:16,Stormy,Rural Road,5,2,33.157064,90.507162
Amritsar,Punjab,2024-10-27,01:48:33,Rainy,Rural Road,1,2,25.013676,94.113526
Margao,Goa,2022-11-17,11:43:28,Cloudy,Urban Road,1,10,32.183622,77.049333
Kanpur,Uttar Pradesh,2021-05-25,04:31:20,Foggy,Rural Road,5,3,9.596289,70.414148
Raipur,Chhattisgarh,2023-10-06,18:30:24,Stormy,Highway,5,5,10.884572,69.446763
Aizawl,Mizoram,2024-07-01,12:19:35,Clear,Urban Road,4,2,12.205435,89.999689
Warangal,Telangana,2023-10-04,02:09:50,Stormy,Rural Road,2,10,20.648747,73.702062
Cuttack,Odisha,2024-10-19,11:15:12,Rainy,Rural Road,1,9,30.40213,75.637503
Shillong,Meghalaya,2021-04-27,06:11:45,Clear,Rural Road,1,9,20.109391,81.128877
Ludhiana,Punjab,2023-11-07,22:08:39,Clear,Rural Road,3,8,30.342244,92.635219
Jaipur,Rajasthan,2023-03-13,16:58:00,Cloudy,Urban Road,5,4,12.713083,76.499189
Ranchi,Jharkhand,2021-03-01,13:27:44,Foggy,Highway,5,3,31.081002,70.239326
Tawang,Arunachal Pradesh,2024-06-09,02:58:05,Foggy,Rural Road,1,1,18.618922,68.145978
Ludhiana,Punjab,2024-09-24,06:53:30,Clear,Urban Road,3,1,21.192941,68.790915
Kottayam,Kerala,2023-06-21,21:04:37,Rainy,Urban Road,5,1,33.471636,84.080184
Amritsar,Punjab,2023-08-13,16:31:08,Rainy,Urban Road,1,7,27.760871,89.755662
Gurgaon,Haryana,2023-04-11,11:15:34,Clear,Highway,3,0,36.12893,92.000349
Dimapur,Nagaland,2022-10-26,00:35:15,Foggy,Urban Road,1,6,13.218202,68.769534
Kolkata,West Bengal,2022-04-06,16:53:26,Clear,Rural Road,2,6,17.894202,87.189289
Nagpur,Maharashtra,2024-09-29,16:19:41,Rainy,Highway,1,10,33.718374,79.333232
Shillong,Meghalaya,2024-02-10,01:56:19,Foggy,Urban Road,4,9,36.310619,79.998318
Bhopal,Madhya Pradesh,2024-09-30,21:52:20,Foggy,Urban Road,5,0,13.668636,94.231983
Jabalpur,Madhya Pradesh,2025-02-11,22:57:35,Stormy,Urban Road,4,7,11.024026,89.13301
Tawang,Arunachal Pradesh,2021-08-27,22:42:18,Stormy,Rural Road,3,4,18.426695,69.387507
Jabalpur,Madhya Pradesh,2022-09-03,13:23:30,Cloudy,Rural Road,1,9,14.31718,92.671242
Aizawl,Mizoram,2021-10-10,02:51:38,Clear,Highway,4,4,36.616418,91.066649
Shillong,Meghalaya,2022-02-24,13:35:54,Foggy,Rural Road,2,8,22.72526,82.462023
Dibrugarh,Assam,2023-01-24,12:18:48,Clear,Highway,5,3,8.992899,68.65298
Udaipur,Rajasthan,2021-09-05,13:54:19,Stormy,Highway,5,7,20.111915,75.870324
Ahmedabad,Gujarat,2023-05-03,21:12:30,Rainy,Urban Road,5,9,32.127985,92.489721
Faridabad,Haryana,2023-06-25,11:42:02,Foggy,Highway,5,6,10.585633,68.852116
Kohima,Nagaland,2023-03-30,01:10:32,Cloudy,Highway,5,9,35.613136,80.22446
Dehradun,Uttarakhand,2023-03-19,10:55:19,Rainy,Rural Road,4,7,28.829812,71.640965
Vijayawada,Andhra Pradesh,2021-04-17,20:16:36,Cloudy,Rural Road,4,8,23.89551,72.958769
Panaji,Goa,2023-12-02,15:12:31,Rainy,Rural Road,3,7,13.429164,70.727579
Shimla,Himachal Pradesh,2021-02-19,08:06:05,Cloudy,Rural Road,5,1,22.912277,85.871858
Itanagar,Arunachal Pradesh,2022-02-11,23:30:00,Foggy,Rural Road,3,8,32.800894,81.597899
Nellore,Andhra Pradesh,2024-10-24,17:28:15,Stormy,Urban Road,3,4,13.307758,74.33584
Bengaluru,Karnataka,2023-07-04,20:34:54,Foggy,Urban Road,1,3,21.420248,77.02409
Dibrugarh,Assam,2024-03-07,09:14:56,Stormy,Highway,2,5,30.449459,77.304656
Udaipur,Rajasthan,2022-05-02,12:18:37,Clear,Highway,5,5,31.491009,89.365021
Gurgaon,Haryana,2021-05-06,05:16:40,Clear,Urban Road,2,7,34.708033,81.404405
Bhilai,Chhattisgarh,2022-05-19,04:24:44,Stormy,Highway,1,4,27.477985,69.849812
Kolkata,West Bengal,2022-12-31,01:02:23,Cloudy,Highway,4,0,8.764306,90.219889
Itanagar,Arunachal Pradesh,2024-11-01,08:18:25,Clear,Rural Road,2,10,32.952971,78.523422
New Delhi,Delhi,2023-07-15,16:46:13,Stormy,Highway,1,6,22.280778,75.168806
Bhopal,Madhya Pradesh,2024-01-12,04:09:17,Foggy,Rural Road,2,7,20.715117,77.410955
Kohima,Nagaland,2021-09-11,12:11:28,Rainy,Urban Road,1,0,35.60147,88.158838
Madurai,Tamil Nadu,2022-01-29,12:56:04,Stormy,Urban Road,2,4,31.39729,92.877239
Kottayam,Kerala,2025-02-15,05:49:05,Foggy,Rural Road,4,0,35.213995,73.579464
Surat,Gujarat,2021-03-16,02:32:19,Foggy,Highway,3,7,33.710305,75.975035
Ranchi,Jharkhand,2022-10-07,13:36:59,Stormy,Highway,2,1,26.878705,88.330384
New Delhi,Delhi,2023-06-28,21:49:25,Foggy,Highway,5,5,33.382284,71.606163
Jaipur,Rajasthan,2021-11-26,06:20:14,Foggy,Highway,2,0,24.501473,90.973289
Mumbai,Maharashtra,2022-12-13,17:14:48,Stormy,Urban Road,3,1,19.137039,96.236974
Haridwar,Uttarakhand,2023-11-19,05:02:03,Foggy,Urban Road,4,4,24.839782,91.906793
Agartala,Tripura,2024-04-09,00:26:40,Stormy,Rural Road,3,2,9.904019,84.176916
Jabalpur,Madhya Pradesh,2022-02-19,11:16:43,Stormy,Rural Road,4,2,10.875356,93.82485
Ludhiana,Punjab,2022-08-09,12:04:31,Rainy,Highway,1,0,33.860483,86.924428
Agartala,Tripura,2024-01-17,04:58:25,Clear,Rural Road,1,9,11.204954,93.898418
